x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.13965741453610933,-0.083316166397923,-0.07180028052699498,0.24916736983762092,-0.2289451885214473,-0.09715696988288956,0.30453302405578714,-0.3802936116307778,-0.11751751520143544,0.35689595008987474,-0.5155467024608981,-0.13453107862097655,0.15326391328564676,-0.5091595228679,-0.01414225437368457,0.19299285301858085,-0.6898519944453876,-0.04771444340703115,0.20844799771355704,-0.8061067222714641,-0.08367259222465742,0.22081019821639797,-0.9122241195232902,-0.1104842221172106,0.06956284737673474,-0.5308851304917463,-0.007842644130532476,0.09839693599272918,-0.7305763443313253,-0.035699047722076764,0.11629341214692475,-0.867466929188921,-0.07066547526380233,0.1324798611720545,-0.9864155269266172,-0.09712617887015557,-0.013768963415648958,-0.5102078869257902,-0.013941151312503982,-0.006542367245322652,-0.697948015986053,-0.04641269349204052,0.0038587610046142496,-0.8211380935055792,-0.07425419268675983,0.01880103030118734,-0.9309406463907618,-0.09290894789973966,-0.100350067530263,-0.4585608104564193,-0.02815840811067299,-0.10498436383482422,-0.6088255036949272,-0.060810081566542995,-0.10196703421591564,-0.7121801482922504,-0.07775324521101096,-0.09324054357848421,-0.8151761569983763,-0.08775157771084091,0
0.0,0.0,0.0,0.13912872822663028,-0.08527238965000006,-0.07236654214876702,0.2450736127558097,-0.23399019916764516,-0.09560707362536772,0.2963757259809684,-0.3866468495149414,-0.11357542260543735,0.34513792881865096,-0.5213232490790425,-0.1277623953598059,0.14509134416254632,-0.5119157640006771,-0.010446984545766787,0.1807632035743964,-0.6945700188334918,-0.04105234462138697,0.1934761098971735,-0.8127514564154718,-0.07521541327102073,0.20298672831679587,-0.9194997595131166,-0.10126462385558019,0.06216693661025014,-0.5307935231975188,-0.0030893785899457136,0.08793152892744814,-0.7307541243546655,-0.028600373032045122,0.1024235673875203,-0.8698798771305144,-0.06273924271533386,0.11497120733382608,-0.9893790879774512,-0.08894178858730624,-0.019512771936830278,-0.5074986018863593,-0.008508411736200067,-0.014412451008856814,-0.6955848584086594,-0.04042543822762177,-0.005979039487079427,-0.8176647456616518,-0.07001383915868166,0.006332860413854297,-0.9261786390812244,-0.09004868556391267,-0.10319456057109251,-0.45423166028065187,-0.022115319482160528,-0.10916322112355657,-0.6009334730358069,-0.05559783869475887,-0.10814962327194345,-0.7022107890101065,-0.07500088209824587,-0.10115408076870848,-0.8041768164109372,-0.08704970060686369,0
0.0,0.0,0.0,0.1398415962327338,-0.08669395710434964,-0.07356357060926959,0.24373121359984004,-0.23477890725926878,-0.09776249634590395,0.2921635024675163,-0.3865924429657787,-0.11660869088335703,0.343203827975129,-0.522306461381627,-0.13158909907117788,0.14299709066971514,-0.5131099068180747,-0.010012882041054773,0.17844409790000684,-0.6934207050430404,-0.039072738051664405,0.19156448553162636,-0.8116630919724083,-0.07258164460190272,0.2009358942540347,-0.9176030442967493,-0.09855977277379842,0.06029074308284279,-0.5315202936509409,-0.0028464800327116895,0.0852204426025853,-0.731856141681104,-0.026596331465722694,0.10048562609097299,-0.8719878711914646,-0.059934830151944854,0.1136677130707634,-0.9897859472830479,-0.08604318431033475,-0.020761382194462503,-0.5070700740695088,-0.00883169593527222,-0.0164304608869525,-0.6959645875787961,-0.039988025694561696,-0.008398806067194328,-0.8176633653837384,-0.07001182780493713,0.004182196138104977,-0.9253826853673031,-0.09076264156667449,-0.10415107248557942,-0.452749628050568,-0.0232080600694218,-0.11193474974149546,-0.5996144700548944,-0.057318361189080354,-0.11122117105216793,-0.7019478665254426,-0.07804346492212792,-0.10314219136895045,-0.8058236522865702,-0.0913513817508468,0
0.0,0.0,0.0,0.13953948773501118,-0.08258392709879897,-0.06711252874595072,0.24589587362707735,-0.23248154608010033,-0.08934281175272409,0.2987594869276327,-0.38694609828854504,-0.10738091441564342,0.3537741725842232,-0.5180044729306517,-0.12205123218231817,0.14848144938165664,-0.5113958406698969,-0.008239626752678458,0.1863121054859159,-0.6926141582912649,-0.03902665357943764,0.20147693156571064,-0.8101666947812575,-0.07309383455472301,0.21370849886967389,-0.9160847754419338,-0.09909322255089853,0.06718879614532418,-0.5325004023377196,-0.0032465233896415233,0.09389785700375461,-0.7329997561028324,-0.028836576353502605,0.11055283489997766,-0.8706943690233186,-0.06232052647502718,0.12546748741520666,-0.9881994308048007,-0.08786236144551733,-0.013165300253039296,-0.5111282820008062,-0.01026285933662166,-0.00658487102586144,-0.70094496664807,-0.04149364289668323,0.0026347985610603586,-0.8251135861578996,-0.06936659232388175,0.015768313684810135,-0.9348356614202185,-0.08825901287392951,-0.09679811273775435,-0.4581089669399445,-0.024964499545223052,-0.1025682957953874,-0.6060771258866282,-0.05782300829263385,-0.10069803586257947,-0.7098963850273967,-0.07584000644164664,-0.09354862655241732,-0.813603596214276,-0.08665589369904586,0
0.0,0.0,0.0,0.1397754155702362,-0.08825458112260622,-0.06918745276630521,0.2449779057356007,-0.23281048660181922,-0.0922984592540426,0.29938791448975394,-0.38305977691900317,-0.11123576356906298,0.352545865724301,-0.5160511526487324,-0.126711349251491,0.14807015335975993,-0.5081531990319614,-0.0034824370938136193,0.18595086323896642,-0.6888469346580425,-0.03240633186162749,0.2016024419012445,-0.8074548841254823,-0.06716933028172838,0.21361863124650624,-0.9153583531191883,-0.09417554855829458,0.06684363816464681,-0.5285776499966258,0.0018023586318417198,0.09407197295438467,-0.7284487460338177,-0.021826359854235554,0.11081150821937205,-0.8692746510445672,-0.05704838474043784,0.1254989701152369,-0.9884689890619659,-0.08472937013119977,-0.014196878479577296,-0.507126660874866,-0.005644564281975865,-0.007000771493847447,-0.6943421184467929,-0.03526288955874059,0.0024178378836901167,-0.8190186974856315,-0.06510450518245116,0.01583695634241046,-0.9287202559497241,-0.08617513932686337,-0.09810467179633243,-0.4558595476498828,-0.02124084738873362,-0.1031080781865711,-0.6020432807343085,-0.053052824715574445,-0.10101256774413143,-0.7051586422124473,-0.07193759978264026,-0.09229236632882916,-0.8088523686799983,-0.08418683654833642,0
0.0,0.0,0.0,0.13985118649807343,-0.08254790760189563,-0.07391247010476383,0.24803486273553998,-0.22630138377607337,-0.09931452073713687,0.3026015488894149,-0.3785493318103134,-0.11910453587221144,0.35710420467883314,-0.5136142844299066,-0.13521970899715824,0.1535230321664691,-0.5006988004303766,-0.013489414512446828,0.19307046146502127,-0.6831094973409517,-0.0454050992210274,0.20883785502827862,-0.8031758511466303,-0.08037283620180262,0.2220622054385821,-0.9112673313104056,-0.10683903897415797,0.07161064625511045,-0.5240843727777678,-0.005761267597188798,0.10081145725884641,-0.7247175662699493,-0.03237564332464379,0.11865053676635764,-0.8655422390596035,-0.0673650425571732,0.13549506547478773,-0.9863090534915412,-0.09399754375835125,-0.010157563742255044,-0.5050561169421697,-0.010757967600987987,-0.0018535092916522958,-0.6933384795666392,-0.043310842453753697,0.008979481547516948,-0.8173208233467169,-0.073309985739129,0.02474391029927593,-0.9268683128734321,-0.0935518775976754,-0.09413058928405914,-0.4560405143040432,-0.023979926287096325,-0.0971302134077615,-0.602607118394768,-0.05779793656616848,-0.09499550130939717,-0.7050519716012831,-0.07703075244026876,-0.08646459095962908,-0.8073649385156612,-0.08881737250691063,0
0.0,0.0,0.0,0.14386972079830485,-0.08679123753731131,-0.08174125949726525,0.25073309131065236,-0.2254856883248255,-0.11136762119896665,0.30715453235730267,-0.369915006804698,-0.13560889377547133,0.36195999822463704,-0.5104005351700001,-0.1566450144405047,0.15894668085368313,-0.5002239449255075,-0.00784386083511651,0.19746445395431747,-0.6834706700397682,-0.03428111352414378,0.21511161561666942,-0.8052715334201209,-0.0684755659035909,0.22872839648303434,-0.9138713760722249,-0.0960659419965093,0.07588278074034617,-0.5200004305157402,0.0005588846843948028,0.10383480980196824,-0.723259736500236,-0.019574281506416068,0.12114963229881658,-0.8661628882169041,-0.05632980006788917,0.1370785236340892,-0.9867463913129813,-0.08683914779123257,-0.007747560744021517,-0.5006077678461296,-0.005631537661978167,-5.133967744557574e-05,-0.6896414207185588,-0.03412577377980541,0.011177810006463283,-0.8144508180127568,-0.06896793334103872,0.026290045078758092,-0.9249167066584509,-0.09522954709234333,-0.09289878614358704,-0.4544677575639567,-0.021368591826989834,-0.09544607940056865,-0.6041781951183149,-0.05381611292811293,-0.0933349092594741,-0.7070417773272225,-0.07704442941554146,-0.08377184977210705,-0.810633432043216,-0.09443522887190234,0
0.0,0.0,0.0,0.1392803602430637,-0.08227666811269338,-0.07123464763590674,0.24538456329267547,-0.22436493591698586,-0.09520028116452449,0.2998685225898383,-0.3732835680358985,-0.1140661866336482,0.352333450859588,-0.5112105489965956,-0.1294567962309406,0.15112673469480797,-0.49829050125984925,-0.01131219990208894,0.18857355857331498,-0.6813740862420945,-0.04192887281970632,0.20532523116084517,-0.800502673693229,-0.07673406528897288,0.21960412955088807,-0.9088369123795943,-0.10356340246801987,0.07081690548857024,-0.5202944520543985,-0.0059483547920237976,0.09889964454052444,-0.7220397890043742,-0.03131411883214012,0.11649171970288852,-0.8655587013639913,-0.06760125293277038,0.13157110344854622,-0.9866283884896416,-0.0961949466638702,-0.010479364319191399,-0.5007650833886004,-0.013195986222721175,-0.0028948785704450857,-0.689634524186377,-0.04543908139049851,0.006583272445711661,-0.8129867245325695,-0.07820110635526605,0.02008725819209475,-0.9226858085916849,-0.10120469446013651,-0.09477289869949519,-0.4527901048353487,-0.028402677470347432,-0.0974860801779288,-0.6003373735135338,-0.06334107700675914,-0.09559036909356197,-0.7019511986524009,-0.08524476492901789,-0.08704584805517088,-0.8052326024964267,-0.09967500024955359,0
0.0,0.0,0.0,0.14313536720794848,-0.08382285137438171,-0.07782090943176295,0.2513980518315327,-0.22448083437624386,-0.10552564277083294,0.3063464421731154,-0.3718186091407464,-0.12742815044843203,0.3594375993453988,-0.5141558634947021,-0.1459856800243033,0.15656689478949637,-0.5008721167902559,-0.015697493183372782,0.19618673167576356,-0.6839268234620642,-0.047146297095283396,0.2139300486923317,-0.8038648702001882,-0.08309819458982824,0.22868511622684898,-0.9129470538534759,-0.11123492267090068,0.07419988930455913,-0.5223710384969018,-0.008811795651394604,0.10436213452689219,-0.7224912405623053,-0.034444557741479684,0.12370191754555508,-0.8648234967987914,-0.07200632664573114,0.1407881262913553,-0.9847266528322729,-0.10243106314550154,-0.009351814197104593,-0.5018640508726555,-0.015525133222585653,-0.0006380048890938533,-0.6911035434423409,-0.04827848484181697,0.01040894007130541,-0.8154862141990002,-0.08292005255204069,0.026405150708778743,-0.9267734327151108,-0.10821766968988039,-0.0949518327436306,-0.4531960354255532,-0.030937278991107254,-0.09730690724818072,-0.6013741667484298,-0.06664311231424867,-0.0943759919405631,-0.7037794421683864,-0.09031046007619481,-0.08397130507498891,-0.8080543018748504,-0.10707245199528041,0
0.0,0.0,0.0,0.14518140574134067,-0.08548084958631978,-0.07635002669856653,0.25133578177723426,-0.2251536810162779,-0.10234819249768888,0.3054213886938336,-0.37137215802457724,-0.12325342992742559,0.3583108194277039,-0.5113939223297388,-0.14075019125451552,0.15668617433295903,-0.5003438355222319,-0.006067971474584203,0.19493742310830284,-0.6835701929871124,-0.03251212590820599,0.2119754696498601,-0.8035876923800419,-0.06580524487211521,0.22588121039504885,-0.9110817472163993,-0.0924276530777891,0.07390225901047745,-0.5203385656967755,0.0007226074126349989,0.10236778498208786,-0.7235406801713046,-0.02003613683664091,0.12078042287372569,-0.8669261362051218,-0.05567715034474421,0.13754932977416892,-0.9868404870721494,-0.08500608774599577,-0.00970145113224485,-0.5004021996741428,-0.006516609399756057,-0.0013120376922156197,-0.6905971983529963,-0.03596760754532806,0.010070729596707725,-0.8150876454475752,-0.0703401984657649,0.025940457762368016,-0.9251887768683437,-0.09571077506909663,-0.09492491095621815,-0.45371983502019314,-0.022577642536377403,-0.09733069863387359,-0.6026557122696922,-0.05618609104648405,-0.09552393807477925,-0.7051848654638705,-0.07954965352164421,-0.0860979589978203,-0.8094611871065904,-0.0964380395940429,0
